Trajectories
100
,,S01:WRIST,,,S01:ELBOW,,,S01:SHLDR,,,S01:CHEST,,,S01:RHIP,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
171,0,-39.3636,-148.888,1428.47,32.8171,-76.217,1209.48,265.102,-185.621,1286.89,150.49,-320.551,1233.58,261.065,-186.722,941.684
172,0,-39.1698,-148.939,1428.93,32.6879,-76.2921,1209.84,265.082,-185.55,1286.99,150.486,-320.631,1233.59,260.977,-186.716,941.699
173,0,-38.8763,-149.02,1429.37,32.543,-76.2066,1210.2,264.992,-185.528,1287.01,150.487,-320.631,1233.59,260.949,-186.695,941.69
174,0,-38.6927,-149.123,1429.79,32.3621,-76.2188,1210.54,264.946,-185.577,1287.1,150.378,-320.587,1233.56,260.936,-186.694,941.675
175,0,-38.6204,-149.193,1430.32,32.1739,-76.1421,1210.9,264.857,-185.592,1287.13,150.374,-320.668,1233.57,260.892,-186.696,941.675
176,0,-38.5727,-149.238,1430.83,32.0725,-76.2237,1211.34,264.795,-185.604,1287.19,150.264,-320.619,1233.64,260.854,-186.686,941.676
177,0,-38.4943,-149.282,1431.33,31.9394,-76.3569,1211.75,264.762,-185.562,1287.31,150.271,-320.637,1233.58,260.891,-186.698,941.676
178,0,-38.5024,-149.272,1431.82,31.9258,-76.4446,1212.16,264.69,-185.64,1287.32,150.158,-320.668,1233.66,260.834,-186.67,941.666
179,0,-38.2704,-149.463,1432.21,31.7519,-76.5767,1212.55,264.62,-185.678,1287.34,150.164,-320.686,1233.59,260.781,-186.666,941.745
180,0,-38.2073,-149.55,1432.7,31.6514,-76.7492,1212.86,264.512,-185.67,1287.37,150.068,-320.667,1233.63,260.749,-186.645,941.733
181,0,-38.1006,-149.603,1433.15,31.3821,-76.7775,1213.25,264.413,-185.745,1287.36,150.063,-320.749,1233.63,260.715,-186.65,941.726
182,0,-37.8954,-149.772,1433.61,31.3101,-76.7841,1213.68,264.393,-185.776,1287.44,150.063,-320.748,1233.63,260.706,-186.68,941.711
183,0,-37.868,-149.83,1434.11,31.1769,-76.9365,1214.11,264.341,-185.717,1287.53,149.949,-320.786,1233.61,260.675,-186.675,941.711
184,0,-37.8546,-149.918,1434.57,31.0454,-77.0395,1214.49,264.265,-185.78,1287.51,149.949,-320.786,1233.61,260.604,-186.706,941.692
185,0,-37.6638,-149.979,1435.04,30.9097,-77.0925,1214.89,264.233,-185.79,1287.63,149.953,-320.878,1233.66,260.617,-186.671,941.696
186,0,-37.5408,-150.05,1435.54,30.8847,-77.2715,1215.24,264.134,-185.729,1287.71,149.842,-320.835,1233.63,260.564,-186.66,941.718
187,0,-37.5428,-150.11,1436.02,30.7482,-77.3235,1215.65,264.119,-185.713,1287.76,149.842,-320.836,1233.62,260.493,-186.675,941.7
188,0,-37.5018,-150.237,1436.48,30.5478,-77.4308,1216.03,264.042,-185.738,1287.83,149.731,-320.865,1233.71,260.5,-186.689,941.702
189,0,-37.4856,-150.299,1436.86,30.2802,-77.442,1216.43,264.009,-185.73,1287.87,149.737,-320.884,1233.65,260.466,-186.688,941.702
190,0,-37.485,-150.439,1437.32,30.1608,-77.5751,1216.81,263.958,-185.714,1287.93,149.631,-320.933,1233.66,260.485,-186.691,941.709
191,0,-37.3276,-150.581,1437.74,30.0925,-77.496,1217.23,263.921,-185.753,1287.98,149.632,-320.932,1233.67,260.392,-186.62,941.708
192,0,-37.2447,-150.759,1438.26,29.9538,-77.4912,1217.64,263.804,-185.728,1288.03,149.527,-320.98,1233.69,260.383,-186.612,941.714
193,0,-37.0731,-150.991,1438.69,29.8117,-77.6304,1217.99,263.741,-185.787,1288.01,149.523,-321.061,1233.7,260.314,-186.612,941.711
194,0,-37.0915,-150.982,1439.18,29.7058,-77.7556,1218.39,263.678,-185.748,1288.11,149.415,-321.011,1233.77,260.313,-186.614,941.71
195,0,-37.1656,-151.007,1439.62,29.5836,-77.6958,1218.82,263.627,-185.77,1288.16,149.416,-321.11,1233.71,260.282,-186.616,941.716
196,0,-37.118,-151.144,1440.14,29.3855,-77.7466,1219.22,263.511,-185.753,1288.19,149.304,-321.141,1233.79,260.253,-186.637,941.727
197,0,-37.069,-151.284,1440.65,29.2202,-77.9177,1219.65,263.492,-185.744,1288.31,149.208,-321.127,1233.73,260.213,-186.637,941.713
198,0,-37.0808,-151.37,1441.12,29.0527,-77.7599,1220.16,263.365,-185.7,1288.42,149.104,-321.175,1233.76,260.155,-186.646,941.715
199,0,-36.9113,-151.459,1441.6,28.8571,-77.9454,1220.59,263.293,-185.734,1288.5,149.104,-321.176,1233.76,260.162,-186.642,941.717
200,0,-36.747,-151.678,1442.13,28.7449,-78.069,1221.04,263.198,-185.834,1288.48,148.997,-321.225,1233.77,260.163,-186.598,941.74
201,0,-36.5838,-151.808,1442.63,28.6563,-78.1822,1221.46,263.095,-185.827,1288.54,148.994,-321.31,1233.69,260.082,-186.597,941.704
202,0,-36.6915,-151.808,1443.19,28.5464,-78.3947,1221.87,262.958,-185.924,1288.56,148.887,-321.36,1233.7,260.053,-186.608,941.689
203,0,-36.7268,-151.91,1443.71,28.3279,-78.3586,1222.37,262.867,-185.914,1288.69,148.782,-321.408,1233.72,260.047,-186.647,941.684
204,0,-36.5152,-152.041,1444.2,28.1727,-78.4697,1222.82,262.793,-185.923,1288.78,148.777,-321.489,1233.73,259.975,-186.635,941.685
205,0,-36.3366,-152.217,1444.7,27.9204,-78.4316,1223.28,262.723,-185.953,1288.91,148.666,-321.519,1233.82,259.954,-186.62,941.699
206,0,-36.2548,-152.388,1445.22,27.8005,-78.6586,1223.73,262.615,-185.933,1288.96,148.563,-321.488,1233.82,259.931,-186.629,941.704
207,0,-36.1155,-152.576,1445.72,27.7686,-78.832,1224.09,262.51,-185.944,1289.04,148.559,-321.569,1233.83,259.931,-186.621,941.743
208,0,-36.1948,-152.592,1446.26,27.6122,-77.6635,1224.81,262.468,-185.988,1289.14,148.447,-321.6,1233.91,259.871,-186.61,941.759
209,0,-36.0534,-152.736,1446.71,27.4553,-77.5516,1225.23,262.392,-186.001,1289.21,148.447,-321.7,1233.84,259.841,-186.616,941.753
210,0,-35.992,-152.793,1447.2,27.2797,-77.5723,1225.68,262.32,-185.983,1289.25,148.333,-321.737,1233.83,259.791,-186.643,941.758
211,0,-35.8262,-152.909,1447.69,27.0988,-77.7269,1226.08,262.295,-186.017,1289.29,148.327,-321.82,1233.83,259.672,-186.633,941.729
212,0,-35.7942,-153.083,1448.21,26.8914,-77.7863,1226.53,262.194,-185.997,1289.39,148.225,-321.788,1233.84,259.685,-186.63,941.746
213,0,-35.6526,-153.161,1448.72,26.8551,-77.9526,1226.97,262.126,-185.984,1289.47,148.226,-321.888,1233.78,259.597,-186.64,941.728
214,0,-35.5613,-153.254,1449.2,26.7758,-77.9756,1227.37,262.037,-185.956,1289.58,148.119,-321.937,1233.79,259.579,-186.659,941.726
215,0,-35.5747,-153.377,1449.66,26.6944,-78.1028,1227.86,261.934,-185.993,1289.62,148.119,-321.937,1233.79,259.512,-186.628,941.718
216,0,-35.6248,-153.552,1450.16,26.5315,-78.1295,1228.32,261.794,-186.44,1289.58,148.007,-321.967,1233.87,259.513,-186.642,941.771
217,0,-35.4631,-153.753,1450.56,26.3406,-78.2481,1228.79,261.717,-186.472,1289.64,148.008,-322.068,1233.81,259.431,-186.629,941.744
218,0,-35.4538,-153.808,1450.98,26.2815,-78.4252,1229.15,261.643,-186.455,1289.75,148.002,-322.055,1233.78,259.378,-186.643,941.741
219,0,-35.3556,-153.843,1451.46,26.1527,-78.4098,1229.55,261.609,-186.074,1290.06,147.895,-322.104,1233.79,259.381,-186.646,941.756
220,0,-35.2988,-153.945,1451.91,26.0388,-78.3138,1229.9,261.539,-186.055,1290.13,147.89,-322.185,1233.8,259.345,-186.708,941.723
221,0,-35.1783,-154.109,1452.36,25.93,-78.4375,1230.27,261.461,-186.03,1290.21,147.887,-322.266,1233.81,259.223,-186.656,941.759
222,0,-35.191,-154.082,1452.8,25.8255,-78.4858,1230.68,261.42,-186.044,1290.29,147.789,-322.254,1233.75,259.232,-186.657,941.759
223,0,-35.3075,-154.099,1453.22,25.7119,-78.5925,1231.04,261.273,-186.084,1290.32,147.683,-322.302,1233.77,259.171,-186.63,941.775
224,0,-35.1998,-154.227,1453.65,25.5182,-78.6861,1231.39,261.197,-186.102,1290.47,147.683,-322.302,1233.77,259.05,-186.613,941.782
225,0,-35.1041,-154.244,1454.09,25.3837,-78.7181,1231.8,261.044,-186.669,1290.36,147.576,-322.352,1233.78,259.003,-186.648,941.762
226,0,-35.0089,-154.322,1454.51,25.2491,-78.7795,1232.15,260.964,-186.738,1290.41,147.575,-322.353,1233.77,258.953,-186.643,941.792
227,0,-34.8787,-154.38,1454.98,25.1015,-78.7708,1232.48,260.955,-186.813,1290.56,147.468,-322.403,1233.78,258.916,-186.646,941.816
228,0,-34.7701,-154.451,1455.44,24.9749,-78.8594,1232.94,260.869,-186.811,1290.67,147.474,-322.421,1233.72,258.902,-186.687,941.791
229,0,-34.8155,-154.463,1455.88,24.9059,-78.8465,1233.33,260.746,-186.899,1290.72,147.367,-322.471,1233.73,258.897,-186.728,941.783
230,0,-34.7925,-154.591,1456.37,24.8243,-78.9594,1233.75,260.692,-186.381,1290.92,147.366,-322.471,1233.73,258.904,-186.689,941.788
231,0,-34.7952,-154.652,1456.82,24.7821,-79.0663,1234.06,260.597,-187.116,1290.84,147.252,-322.509,1233.71,258.876,-186.753,941.772
232,0,-34.7414,-154.757,1457.26,24.6483,-79.1358,1234.55,260.486,-187.161,1290.88,147.251,-322.509,1233.71,258.802,-186.738,941.808
233,0,-34.5208,-154.958,1457.69,24.5594,-79.1843,1234.97,260.437,-187.273,1290.97,147.151,-322.577,1233.66,258.785,-186.726,941.825
234,0,-34.4212,-155.123,1458.19,24.3906,-79.2341,1235.47,260.329,-187.29,1291.05,147.048,-322.545,1233.66,258.764,-186.804,941.844
235,0,-34.2965,-155.304,1458.72,24.2181,-79.289,1236.02,260.232,-187.541,1291.05,147.043,-322.622,1233.76,258.756,-186.79,941.871
236,0,-34.328,-155.314,1459.28,24.0861,-79.2838,1236.51,260.168,-187.618,1291.19,146.933,-322.578,1233.73,258.721,-186.789,941.867
237,0,-34.4184,-155.367,1459.9,23.9926,-79.4736,1236.94,260.081,-187.675,1291.23,147.038,-322.607,1233.74,258.665,-186.799,941.867
238,0,-34.0793,-155.58,1460.41,23.9116,-79.6018,1237.36,259.996,-187.751,1291.27,146.929,-322.659,1233.74,258.656,-186.855,941.862
239,0,-34.0981,-155.639,1460.98,23.7642,-79.6467,1237.85,259.94,-187.833,1291.38,146.93,-322.658,1233.74,258.619,-186.836,941.835
240,0,-33.9293,-155.747,1461.54,23.6249,-79.6844,1238.35,259.889,-187.803,1291.45,146.823,-322.708,1233.76,258.576,-186.896,941.809
241,0,-33.7537,-155.896,1462.05,23.4293,-79.6773,1238.91,259.816,-188.081,1291.39,146.827,-322.805,1233.71,258.528,-186.904,941.822
242,0,-33.5225,-156.212,1462.58,23.3309,-79.8615,1239.45,259.719,-188.08,1291.49,146.724,-322.775,1233.71,258.508,-186.897,941.836
243,0,-33.3803,-156.259,1463.15,23.201,-80.0336,1239.88,259.645,-188.092,1291.58,146.717,-322.857,1233.71,258.422,-186.901,941.886
244,0,-33.1041,-156.389,1463.68,23.2569,-80.1712,1240.35,259.542,-188.319,1291.55,146.612,-322.906,1233.73,258.336,-186.915,941.878
245,0,-32.9337,-156.574,1464.21,23.1309,-80.2635,1240.79,259.51,-188.261,1291.67,146.517,-322.892,1233.67,258.306,-186.935,941.874
246,0,-32.7756,-156.722,1464.71,22.9898,-80.3164,1241.31,259.45,-188.419,1291.73,146.506,-322.954,1233.74,258.274,-186.926,941.875
247,0,-32.6871,-156.813,1465.19,22.9292,-80.4502,1241.75,259.394,-188.546,1291.79,146.44,-323.018,1233.75,258.25,-186.937,941.889
248,0,-32.4257,-156.739,1465.67,22.8648,-80.584,1242.1,259.346,-188.515,1291.88,146.394,-323.086,1233.76,258.18,-186.99,941.901
249,0,-32.191,-156.898,1466.15,22.7777,-80.6528,1242.42,259.364,-188.642,1291.91,146.395,-323.085,1233.77,258.168,-186.941,941.854
250,0,-31.8742,-157.009,1466.6,22.6569,-80.69,1242.79,259.326,-188.586,1292.02,146.287,-323.135,1233.78,258.117,-186.998,941.865
251,0,-31.7011,-157.104,1466.99,22.6155,-80.7631,1243.13,259.287,-188.72,1292.06,146.284,-323.215,1233.79,258.042,-186.985,941.866
252,0,-31.4483,-157.235,1467.34,22.5439,-80.7788,1243.47,259.199,-188.736,1292.15,146.177,-323.265,1233.8,257.979,-186.968,941.864
253,0,-31.2079,-157.274,1467.73,22.4936,-80.9035,1243.81,259.175,-188.86,1292.16,146.174,-323.35,1233.72,257.917,-186.996,941.861
254,0,-30.9407,-157.35,1468.12,22.4522,-80.8683,1244.17,259.141,-188.838,1292.25,146.172,-323.43,1233.74,257.862,-187.011,941.872
255,0,-30.6238,-157.502,1468.48,22.4536,-81.0596,1244.41,259.079,-188.9,1292.29,146.056,-323.463,1233.8,257.824,-187.03,941.856
256,0,-30.5683,-157.474,1468.88,22.4526,-81.141,1244.7,259.026,-189.072,1292.32,146.064,-323.48,1233.75,257.744,-187.007,941.94
257,0,-30.3525,-157.463,1469.2,22.4082,-81.1639,1244.98,259.04,-189.212,1292.32,146.06,-323.561,1233.76,257.718,-187.061,941.89
258,0,-30.1842,-157.523,1469.45,22.4129,-81.2116,1245.19,258.956,-189.25,1292.37,145.954,-323.604,1233.87,257.697,-187.072,941.891
259,0,-30.1074,-157.542,1469.73,22.345,-81.1749,1245.45,258.886,-189.437,1292.36,145.942,-323.673,1233.84,257.656,-187.075,941.877
260,0,-29.8253,-157.557,1470.06,22.3323,-81.2575,1245.67,258.889,-189.56,1292.37,145.837,-323.722,1233.86,257.616,-187.098,941.903
261,0,-29.482,-157.541,1470.37,22.2667,-81.2486,1245.96,258.851,-189.645,1292.43,145.945,-323.772,1233.79,257.616,-187.1,941.901
262,0,-29.2676,-157.595,1470.66,22.2218,-81.2907,1246.2,258.823,-189.675,1292.46,145.838,-323.822,1233.8,257.6,-187.09,941.916
263,0,-29.0039,-157.654,1470.91,22.2981,-81.1911,1246.47,258.752,-189.746,1292.49,145.837,-323.822,1233.8,257.574,-187.084,941.951
264,0,-28.9972,-157.541,1471.19,22.2725,-81.2541,1246.66,258.759,-189.788,1292.49,145.835,-323.902,1233.81,257.606,-187.117,941.933
265,0,-29.0148,-157.423,1471.43,22.305,-81.2717,1246.82,258.738,-189.885,1292.55,145.732,-323.871,1233.82,257.547,-187.158,941.886
266,0,-29.0064,-157.415,1471.66,22.2899,-81.3029,1246.96,258.738,-190.009,1292.58,145.727,-323.953,1233.82,257.484,-187.128,941.919
267,0,-28.827,-157.377,1471.77,22.217,-81.3443,1247.06,258.716,-190.032,1292.6,145.727,-323.952,1233.82,257.465,-187.163,941.93
268,0,-28.6397,-157.367,1471.94,22.3165,-81.3798,1247.21,258.727,-190.164,1292.59,145.722,-324.034,1233.83,257.458,-187.162,941.914
269,0,-28.5285,-157.339,1472.09,22.4171,-81.4255,1247.31,258.688,-190.173,1292.64,145.729,-324.052,1233.77,257.426,-187.185,941.926
270,0,-28.2543,-157.36,1472.23,22.5195,-81.4283,1247.38,258.69,-190.297,1292.65,145.616,-324.083,1233.84,257.387,-187.209,941.914
271,0,-28.115,-157.351,1472.36,22.4891,-81.3901,1247.51,258.672,-190.341,1292.62,145.622,-324.101,1233.78,257.392,-187.219,941.909
272,0,-28.0158,-157.387,1472.48,22.5457,-81.4048,1247.6,258.631,-190.348,1292.67,145.618,-324.182,1233.79,257.379,-187.277,941.919
273,0,-27.8402,-157.344,1472.58,22.5979,-81.4185,1247.68,258.608,-190.31,1292.71,145.612,-324.169,1233.76,257.282,-187.27,941.893
274,0,-27.7311,-157.299,1472.72,22.6811,-81.3371,1247.76,258.623,-190.452,1292.72,145.612,-324.169,1233.76,257.267,-187.263,941.917
275,0,-27.6259,-157.326,1472.83,22.6775,-81.3374,1247.88,258.628,-190.466,1292.7,145.621,-324.186,1233.71,257.283,-187.281,941.916
276,0,-27.5652,-157.336,1472.92,22.6658,-81.3144,1247.96,258.641,-190.466,1292.73,145.606,-324.257,1233.67,257.282,-187.351,941.883
277,0,-27.4838,-157.356,1473.02,22.6872,-81.2845,1248.06,258.609,-190.515,1292.72,145.504,-324.225,1233.67,257.286,-187.35,941.9
278,0,-27.4219,-157.379,1473.09,22.6837,-81.232,1248.15,258.637,-190.605,1292.7,145.504,-324.224,1233.68,257.3,-187.34,941.917
279,0,-27.3207,-157.457,1473.16,22.7489,-81.2335,1248.22,258.598,-190.655,1292.74,145.504,-324.225,1233.67,257.319,-187.349,941.906
280,0,-27.3485,-157.3,1473.26,22.8147,-81.2345,1248.26,258.639,-190.678,1292.77,145.509,-324.322,1233.63,257.347,-187.36,941.903
281,0,-27.3429,-157.302,1473.29,22.8814,-81.1692,1248.36,258.606,-190.701,1292.75,145.509,-324.322,1233.63,257.395,-187.427,941.959
282,0,-27.1714,-157.366,1473.32,22.8835,-81.1649,1248.37,258.641,-190.8,1292.76,145.404,-324.37,1233.65,257.359,-187.428,941.926
283,0,-27.1713,-157.312,1473.36,22.8961,-81.1651,1248.45,258.624,-190.823,1292.76,145.499,-324.39,1233.61,257.458,-187.458,941.952
284,0,-27.2379,-157.197,1473.4,22.9174,-81.1803,1248.45,258.573,-190.782,1292.82,145.499,-324.39,1233.61,257.41,-187.45,941.959
285,0,-27.2134,-157.118,1473.4,22.9325,-81.1293,1248.49,258.609,-190.773,1292.83,145.505,-324.408,1233.55,257.435,-187.489,941.957
286,0,-27.1947,-157.042,1473.45,22.9927,-81.156,1248.49,258.608,-190.776,1292.85,145.498,-324.396,1233.51,257.493,-187.526,941.915
287,0,-27.2071,-156.946,1473.47,23.0257,-81.0829,1248.49,258.662,-190.895,1292.82,145.499,-324.395,1233.52,257.539,-187.539,941.953
288,0,-27.1078,-156.889,1473.47,23.049,-81.0698,1248.42,258.635,-190.883,1292.84,145.501,-324.494,1233.46,257.529,-187.561,941.962
289,0,-27.1111,-156.782,1473.44,23.1216,-81.0359,1248.39,258.633,-190.877,1292.84,145.501,-324.494,1233.46,257.552,-187.566,941.931
290,0,-27.0882,-156.677,1473.43,23.1738,-81.0797,1248.32,258.659,-190.895,1292.8,145.502,-324.494,1233.47,257.587,-187.604,941.9
291,0,-27.0684,-156.582,1473.35,23.2576,-81.0252,1248.25,258.72,-190.959,1292.83,145.501,-324.494,1233.46,257.602,-187.591,941.93
292,0,-27.0788,-156.509,1473.28,23.3013,-81.002,1248.12,258.713,-190.961,1292.8,145.493,-324.482,1233.43,257.608,-187.593,941.959
293,0,-27.0915,-156.42,1473.16,23.3931,-80.9575,1247.98,258.737,-191.003,1292.78,145.602,-324.532,1233.36,257.688,-187.619,942
294,0,-27.0908,-156.37,1473.01,23.4901,-80.9412,1247.85,258.791,-190.953,1292.79,145.493,-324.482,1233.43,257.706,-187.68,941.915
295,0,-27.1223,-156.342,1472.85,23.5023,-80.8561,1247.72,258.801,-191.019,1292.71,145.607,-324.45,1233.35,257.753,-187.7,941.946
296,0,-27.1537,-156.243,1472.75,23.6165,-80.7465,1247.64,258.889,-190.947,1292.86,145.608,-324.45,1233.36,257.78,-187.665,941.949
297,0,-27.1619,-156.275,1472.59,23.6878,-80.7019,1247.54,258.944,-190.934,1292.83,145.711,-324.481,1233.35,257.832,-187.686,941.984
298,0,-27.1897,-156.197,1472.39,23.7875,-80.6575,1247.42,259.004,-190.875,1292.82,145.711,-324.481,1233.35,257.829,-187.688,941.982
299,0,-27.2939,-156.161,1472.24,23.8807,-80.5785,1247.3,259.057,-190.948,1292.83,145.812,-324.513,1233.34,257.846,-187.706,941.967
300,0,-27.3626,-156.144,1472.03,23.9119,-80.4961,1247.14,259.157,-190.97,1292.84,145.8,-324.504,1233.29,257.851,-187.712,941.963
301,0,-27.401,-156.192,1471.8,24.076,-80.4501,1247.03,259.165,-191.028,1292.73,145.8,-324.505,1233.29,257.953,-187.72,941.991
302,0,-27.5393,-156.124,1471.69,24.1211,-80.4135,1246.89,259.281,-190.979,1292.7,145.906,-324.456,1233.28,257.983,-187.742,942.004
303,0,-27.5653,-156.09,1471.48,24.2244,-80.3245,1246.73,259.355,-191.101,1292.66,146.009,-324.487,1233.27,258.092,-187.769,941.957
304,0,-27.6189,-156.013,1471.3,24.3025,-80.2878,1246.54,259.414,-190.996,1292.7,146.015,-324.405,1233.27,258.12,-187.787,941.976
305,0,-27.5939,-155.959,1471.06,24.415,-80.2468,1246.36,259.517,-191.022,1292.74,146.014,-324.406,1233.27,258.183,-187.797,941.985
306,0,-27.6986,-155.809,1470.82,24.5849,-80.2166,1246.12,259.608,-191.02,1292.73,146.123,-324.455,1233.2,258.237,-187.807,941.971
307,0,-27.6484,-155.666,1470.48,24.7029,-80.178,1245.83,259.723,-190.913,1292.73,146.127,-324.374,1233.19,258.27,-187.792,941.972
308,0,-27.5448,-155.547,1470.1,24.813,-80.1661,1245.5,259.837,-190.959,1292.69,146.229,-324.406,1233.18,258.301,-187.781,941.987
309,0,-27.5149,-155.454,1469.69,24.8842,-80.0491,1245.11,259.901,-190.874,1292.68,146.324,-324.42,1233.24,258.348,-187.79,941.977
310,0,-27.6051,-155.287,1469.33,24.9603,-79.9088,1244.74,260.062,-190.888,1292.62,146.335,-324.352,1233.26,258.379,-187.837,941.969
311,0,-27.4888,-155.201,1468.88,25.1166,-79.8578,1244.31,260.147,-190.852,1292.59,146.437,-324.384,1233.25,258.416,-187.836,941.987
312,0,-27.5931,-154.972,1468.37,25.3215,-79.7295,1243.79,260.299,-190.708,1292.6,146.441,-324.303,1233.25,258.503,-187.856,941.929
313,0,-27.6532,-154.832,1467.85,25.5117,-79.5926,1243.28,260.397,-190.722,1292.49,146.441,-324.303,1233.25,258.54,-187.844,941.948
314,0,-27.6879,-154.792,1467.34,25.7075,-79.5335,1242.71,260.547,-190.582,1292.46,146.64,-324.27,1233.28,258.589,-187.831,941.935
315,0,-27.7007,-154.647,1466.74,25.8563,-79.4237,1242.18,260.647,-190.513,1292.43,146.653,-324.205,1233.21,258.59,-187.792,941.941
316,0,-27.593,-154.565,1466.06,25.9436,-79.1975,1241.67,260.753,-190.581,1292.31,146.754,-324.237,1233.2,258.674,-187.821,941.967
317,0,-27.6649,-154.365,1465.33,26.1769,-78.9796,1241.07,260.794,-190.486,1292.23,146.862,-324.188,1233.19,258.702,-187.829,941.965
318,0,-27.8504,-154.117,1464.63,26.4421,-78.8364,1240.4,260.922,-190.41,1292.18,146.868,-324.105,1233.19,258.727,-187.834,941.952
319,0,-28.0658,-153.832,1464.01,26.6644,-78.7537,1239.69,261.018,-190.346,1292.11,146.982,-324.068,1233.21,258.742,-187.819,941.941
320,0,-27.9497,-153.615,1463.28,26.7924,-78.6496,1238.99,261.127,-190.322,1292.01,147.089,-324.018,1233.2,258.782,-187.82,941.939
321,0,-27.8604,-153.474,1462.44,27.0345,-78.3193,1238.34,261.249,-190.044,1292.06,147.196,-323.969,1233.19,258.801,-187.822,941.907
322,0,-27.9282,-153.161,1461.73,27.2222,-78.241,1237.58,261.349,-190.048,1291.95,147.195,-323.869,1233.25,258.879,-187.797,941.907
323,0,-28.0488,-152.784,1460.99,27.3619,-78.178,1236.82,261.472,-189.958,1291.89,147.307,-323.737,1233.23,258.956,-187.829,941.905
324,0,-28.209,-152.458,1460.28,27.5659,-77.9688,1236.05,261.634,-189.94,1291.78,147.516,-323.72,1233.21,258.987,-187.838,941.907
325,0,-28.1202,-152.244,1459.53,27.819,-77.9077,1235.36,261.738,-189.824,1291.68,147.521,-323.638,1233.2,259.079,-187.859,941.902
326,0,-27.9983,-151.957,1458.71,27.9488,-77.8193,1234.54,261.88,-189.663,1291.66,147.634,-323.602,1233.22,259.108,-187.895,941.9
327,0,-27.9027,-151.67,1457.78,28.1902,-77.7616,1233.7,262.037,-189.546,1291.59,147.738,-323.454,1233.26,259.199,-187.891,941.889
328,0,-28.0863,-151.192,1457.01,28.5455,-77.6668,1232.87,262.149,-189.471,1291.5,147.852,-323.416,1233.28,259.261,-187.919,941.9
329,0,-28.207,-150.683,1456.2,28.6478,-77.488,1231.9,262.32,-189.29,1291.47,147.958,-323.367,1233.26,259.264,-187.91,941.869
330,0,-27.8243,-150.508,1455.26,28.8371,-77.3284,1231.06,262.493,-189.177,1291.32,147.971,-323.297,1233.29,259.403,-187.932,941.866
331,0,-27.7066,-150.172,1454.33,29.2244,-77.1911,1230.11,262.61,-189.069,1291.17,148.082,-323.167,1233.27,259.419,-187.935,941.85
332,0,-27.8026,-149.74,1453.37,29.4392,-77.1193,1229.11,262.85,-189.036,1290.96,148.183,-323.099,1233.32,259.509,-187.919,941.863
333,0,-27.7497,-149.373,1452.46,29.7289,-76.8558,1228.22,262.975,-188.901,1290.83,148.183,-322.998,1233.39,259.573,-187.924,941.867
334,0,-27.6146,-149.2,1451.52,30.0506,-76.7058,1227.22,263.164,-188.837,1290.67,148.386,-322.985,1233.34,259.618,-187.913,941.854
335,0,-27.4625,-148.827,1450.48,30.314,-76.6427,1226.22,263.332,-188.767,1290.52,148.401,-322.818,1233.35,259.746,-187.956,941.835
336,0,-27.5921,-148.434,1449.6,30.656,-76.3883,1225.23,263.457,-188.756,1290.28,148.507,-322.865,1233.36,259.825,-187.973,941.821
337,0,-27.3541,-148.063,1448.59,30.8894,-77.056,1224.06,263.585,-188.604,1290.11,148.614,-322.815,1233.35,259.894,-188.01,941.819
338,0,-27.288,-147.832,1447.51,31.2082,-76.8541,1223.1,263.747,-188.476,1290.06,148.724,-322.786,1233.26,259.947,-188.011,941.802
339,0,-27.1036,-147.58,1446.52,31.4486,-76.6308,1222.21,263.933,-188.335,1289.89,148.821,-322.721,1233.3,260.088,-188.044,941.772
340,0,-26.7874,-147.351,1445.53,31.7218,-76.5271,1221.19,264.051,-188.245,1289.79,148.932,-322.59,1233.28,260.144,-188.063,941.794
341,0,-26.7887,-146.978,1444.57,32.2314,-76.5252,1220.21,264.296,-188.075,1289.68,149.042,-322.538,1233.28,260.242,-188.061,941.766
342,0,-26.4606,-146.686,1443.6,32.429,-76.177,1219.39,264.458,-187.935,1289.54,149.137,-322.474,1233.31,260.364,-188.088,941.754
343,0,-26.3743,-146.264,1442.68,32.7396,-76.139,1218.38,264.625,-187.799,1289.46,149.25,-322.343,1233.29,260.511,-188.125,941.769
